-0.7983 48.3446 48.1083 41.7841 48.3707 47.8388 48.3772 48.1859 48.3813 48.3310 48.2008
-0.7891 41.8510 41.8371 41.7841 41.7346 41.6882 41.6780 41.7006 41.6616 41.6961 41.6876
-0.7798 27.2584 27.2444 41.7841 27.1421 27.0957 27.0855 27.1081 27.0692 27.1037 27.0950
-0.7706 16.9820 16.9681 41.7841 16.8667 16.8202 16.8103 16.8326 16.7943 16.8284 16.8194
-0.7613 9.9600 9.9461 41.7841 9.8476 9.8009 9.7917 9.8132 9.7769 9.8096 9.7997
-0.7521 5.7160 5.7021 41.7841 5.6107 5.5633 5.5560 5.5759 5.5436 5.5734 5.5609
-0.7428 3.1059 3.0915 41.7841 3.0142 2.9643 2.9617 2.9773 2.9526 2.9795 2.9576
-0.7336 0.8902 0.8773 41.7841 0.8311 0.8014 0.7968 0.8096 0.7965 0.8055 0.8001
-0.7243 0.0000 0.0000 41.7841 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.7151 0.3809 0.3938 41.7841 0.4192 0.4356 0.4372 0.4317 0.4395 0.4356 0.4325
-0.7058 2.1306 2.1528 41.7841 2.1943 2.2127 2.2139 2.2086 2.2162 2.2136 2.2068
-0.6966 3.1140 3.1445 41.7841 3.1815 3.1977 3.1984 3.1939 3.2014 3.2001 3.1936
-0.6873 4.8395 4.8725 41.7841 4.9116 4.9265 4.9256 4.9232 4.9306 4.9319 4.9254
-0.6781 6.6973 6.7304 41.7841 6.7699 6.7846 6.7835 6.7814 6.7887 6.7904 6.7839
-0.6689 7.6238 7.6568 41.7841 7.6981 7.7126 7.7102 7.7099 7.7172 7.7208 7.7145
-0.6596 8.5860 8.6184 41.7841 8.6633 8.6775 8.6727 8.6755 8.6829 8.6901 8.6840
-0.6504 9.4871 9.5194 41.7841 9.5646 9.5788 9.5738 9.5769 9.5843 9.5918 9.5858
-0.6411 9.8412 9.8728 41.7841 9.9200 9.9342 9.9278 9.9327 9.9401 9.9495 9.9437
-0.6319 10.8761 10.9069 41.7841 10.9566 10.9708 10.9627 10.9698 10.9774 10.9893 10.9837
-0.6226 11.4728 11.5035 41.7841 11.5535 11.5677 11.5594 11.5668 11.5743 11.5865 11.5810
-0.6134 11.6537 11.6836 41.7841 11.7363 11.7505 11.7404 11.7502 11.7578 11.7727 11.7674
-0.6041 12.0484 12.0774 41.7841 12.1326 12.1467 12.1350 12.1469 12.1546 12.1718 12.1667
-0.5949 12.2952 12.3241 41.7841 12.3797 12.3939 12.3818 12.3941 12.4018 12.4194 12.4143
-0.5856 12.3163 12.3441 41.7841 12.4030 12.4172 12.4029 12.4182 12.4259 12.4468 12.4420
-0.5764 12.5391 12.5663 41.7841 12.6268 12.6410 12.6257 12.6423 12.6501 12.6725 12.6679
-0.5671 12.7557 12.7827 41.7841 12.8440 12.8582 12.8422 12.8596 12.8675 12.8906 12.8861
-0.5579 13.0360 13.0614 41.7841 13.1273 13.1415 13.1225 13.1439 13.1519 13.1795 13.1754
-0.5486 12.7279 12.7531 41.7841 12.8200 12.8341 12.8144 12.8368 12.8447 12.8733 12.8694
-0.5394 12.1810 12.2058 41.7841 12.2736 12.2878 12.2675 12.2907 12.2986 12.3281 12.3243
-0.5301 11.6792 11.7028 41.7841 11.7742 11.7883 11.7656 11.7919 11.8000 11.8329 11.8294
-0.5209 11.2723 11.2957 41.7841 11.3676 11.3818 11.3587 11.3855 11.3936 11.4272 11.4237
-0.5116 10.7397 10.7625 41.7841 10.8364 10.8506 10.8261 10.8548 10.8629 10.8984 10.8951
-0.5024 10.3505 10.3724 41.7841 10.4490 10.4632 10.4369 10.4679 10.4761 10.5141 10.5111
-0.4932 10.0697 10.0914 41.7841 10.1684 10.1826 10.1561 10.1874 10.1956 10.2340 10.2310
-0.4839 9.6571 9.6777 41.7841 9.7583 9.7724 9.7435 9.7780 9.7863 9.8281 9.8255
-0.4747 9.1964 9.2164 41.7841 9.2988 9.3129 9.2828 9.3189 9.3273 9.3709 9.3685
-0.4654 8.7348 8.7545 41.7841 8.8376 8.8518 8.8211 8.8579 8.8663 8.9107 8.9083
-0.4562 8.3945 8.4129 41.7841 8.4999 8.5140 8.4809 8.5209 8.5294 8.5774 8.5754
-0.4469 7.9977 8.0159 41.7841 8.1036 8.1177 8.0841 8.1248 8.1334 8.1821 8.1802
-0.4377 7.5147 7.5324 41.7841 7.6218 7.6357 7.6011 7.6434 7.6520 7.7024 7.7006
-0.4284 7.0292 7.0458 41.7841 7.1387 7.1522 7.1158 7.1610 7.1697 7.2234 7.2219
-0.4192 6.6460 6.6625 41.7841 6.7558 6.7687 6.7326 6.7782 6.7869 6.8409 6.8395
-0.4099 6.0857 6.1013 41.7841 6.1981 6.2125 6.1730 6.2215 6.2302 6.2873 6.2861
-0.4007 5.5688 5.5822 41.7841 5.6821 5.6992 5.6554 5.7069 5.7150 5.7746 5.7736
-0.3914 5.1696 5.1827 41.7841 5.2830 5.3036 5.2565 5.3083 5.3169 5.3772 5.3762
-0.3822 4.8437 4.8500 41.7841 4.9580 5.0076 4.9262 4.9848 4.9926 5.0585 5.0576
-0.3729 4.6006 4.6032 41.7841 4.7154 4.7723 4.6824 4.7415 4.7502 4.8165 4.8153
-0.3637 4.4283 4.4332 41.7841 4.5427 4.6103 4.5010 4.5655 4.5702 4.6394 4.6402
-0.3544 4.0965 4.1043 41.7841 4.1883 4.2968 4.1350 4.2022 4.1965 4.2706 4.2768
-0.3452 3.8510 3.8666 41.7841 3.9452 4.0581 3.8863 3.9546 3.9470 4.0196 4.0311
-0.3360 3.5851 3.6185 41.7841 3.6435 3.7916 3.5908 3.6649 3.6340 3.6913 3.7235
-0.3267 3.3621 3.3987 41.7841 3.3813 3.5527 3.3385 3.4184 3.3679 3.4061 3.4559
-0.3175 3.2772 3.3105 41.7841 3.2898 3.4643 3.2515 3.3345 3.2751 3.3050 3.3598
-0.3082 3.1797 3.2048 41.7841 3.1427 3.3379 3.1417 3.2091 3.1249 3.1118 3.1545
-0.2990 3.1622 3.1857 41.7841 3.1193 3.3074 3.1201 3.1838 3.0881 3.0653 3.1060
-0.2897 3.1422 3.1691 41.7841 3.0781 3.2528 3.1051 3.1396 3.0490 3.0060 3.0299
-0.2805 3.0924 3.1359 41.7841 2.9807 3.1255 3.0729 3.0508 2.9683 2.8927 2.8935
-0.2712 3.1540 3.2026 41.7841 3.0333 3.1732 3.1334 3.1023 3.0271 2.9453 2.9372
-0.2620 3.1561 3.2241 41.7841 3.0695 3.1093 3.1609 3.0745 3.0579 2.9600 2.9387
-0.2527 3.2648 3.3263 41.7841 3.1994 3.1474 3.2913 3.1606 3.1863 3.0828 3.0450
-0.2435 3.3968 3.4540 41.7841 3.3446 3.2606 3.4320 3.2854 3.3349 3.2313 3.1916
-0.2342 3.5474 3.5559 41.7841 3.5395 3.2862 3.5936 3.4022 3.5354 3.4481 3.3959
-0.2250 3.7160 3.7133 41.7841 3.7297 3.4236 3.7746 3.5666 3.7206 3.6395 3.5879
-0.2157 3.9075 3.8758 41.7841 3.9345 3.5710 3.9633 3.7552 3.9261 3.8569 3.7865
-0.2065 4.1916 4.0895 41.7841 4.2375 3.7646 4.2485 4.0338 4.2298 4.1773 4.0852
-0.1972 4.6183 4.5052 41.7841 4.6627 4.1776 4.6720 4.4607 4.6572 4.6047 4.5098
-0.1880 5.0638 4.8950 41.7841 5.0984 4.5763 5.1070 4.9026 5.1039 5.0521 4.9468
-0.1787 5.5606 5.3593 41.7841 5.5898 5.0488 5.5954 5.3996 5.5998 5.5487 5.4363
-0.1695 6.0756 5.8676 41.7841 6.1034 5.5620 6.1099 5.9146 6.1144 6.0634 5.9484
-0.1603 6.6119 6.3756 41.7841 6.6382 6.1026 6.6443 6.4528 6.6486 6.5987 6.4749
-0.1510 7.1716 6.9341 41.7841 7.1973 6.6630 7.2040 7.0127 7.2085 7.1583 7.0329
-0.1418 7.8199 7.5815 41.7841 7.8459 7.3126 7.8524 7.6611 7.8568 7.8065 7.6783
