-0.1325 8.4894 8.2523 41.7841 8.5155 7.9833 8.5220 8.3307 8.5262 8.4759 8.3447
-0.1233 9.2191 8.9819 41.7841 9.2452 8.7130 9.2517 9.0604 9.2559 9.2055 9.0747
-0.1140 9.9413 9.7047 41.7841 9.9674 9.4354 9.9739 9.7827 9.9781 9.9277 9.7974
-0.1048 10.7085 10.4721 41.7841 10.7346 10.2026 10.7411 10.5498 10.7452 10.6949 10.5646
-0.0955 11.5647 11.3282 41.7841 11.5907 11.0588 11.5973 11.4060 11.6014 11.5510 11.4208
-0.0863 12.5115 12.2752 41.7841 12.5376 12.0057 12.5441 12.3528 12.5482 12.4979 12.3677
-0.0770 13.5918 13.3554 41.7841 13.6178 13.0859 13.6244 13.4331 13.6285 13.5782 13.4479
-0.0678 14.6509 14.4145 41.7841 14.6770 14.1451 14.6835 14.4922 14.6876 14.6373 14.5071
-0.0585 15.7310 15.4947 41.7841 15.7571 15.2252 15.7636 15.5723 15.7677 15.7174 15.5872
-0.0493 16.9518 16.7155 41.7841 16.9779 16.4460 16.9844 16.7932 16.9885 16.9382 16.8080
-0.0400 18.2513 18.0149 41.7841 18.2773 17.7454 18.2839 18.0926 18.2880 18.2376 18.1074
-0.0308 19.5798 19.3435 41.7841 19.6059 19.0740 19.6124 19.4211 19.6165 19.5662 19.4360
-0.0215 20.9822 20.7459 41.7841 21.0083 20.4764 21.0148 20.8235 21.0189 20.9686 20.8384
-0.0123 22.4061 22.1698 41.7841 22.4322 21.9003 22.4388 22.2475 22.4429 22.3925 22.2623
-0.0031 23.8593 23.6230 41.7841 23.8854 23.3535 23.8919 23.7007 23.8960 23.8457 23.7155
0.0062 25.4501 25.2138 41.7841 25.4762 24.9443 25.4828 25.2915 25.4869 25.4365 25.3063
0.0154 27.1647 26.9283 41.7841 27.1908 26.6589 27.1973 27.0060 27.2014 27.1511 27.0209
0.0247 28.8844 28.6481 41.7841 28.9105 28.3786 28.9170 28.7257 28.9211 28.8708 28.7406
0.0339 30.7358 30.4995 41.7841 30.7619 30.2300 30.7685 30.5772 30.7726 30.7222 30.5920
0.0432 32.6322 32.3959 41.7841 32.6583 32.1264 32.6649 32.4736 32.6690 32.6186 32.4884
0.0524 34.6486 34.4122 41.7841 34.6746 34.1428 34.6812 34.4899 34.6853 34.6349 34.5048
0.0617 36.7115 36.4751 41.7841 36.7375 36.2056 36.7441 36.5528 36.7482 36.6978 36.5676
0.0709 38.8309 38.5946 41.7841 38.8570 38.3251 38.8635 38.6723 38.8676 38.8173 38.6871
0.0802 41.0625 40.8262 41.7841 41.0886 40.5567 41.0952 40.9039 41.0993 41.0489 40.9187
0.0894 43.4126 43.1763 41.7841 43.4387 42.9068 43.4453 43.2540 43.4493 43.3990 43.2688
0.0987 45.7236 45.4873 41.7841 45.7497 45.2178 45.7563 45.5650 45.7604 45.7100 45.5798
0.1079 48.0872 47.8508 41.7841 48.1133 47.5814 48.1198 47.9285 48.1239 48.0736 47.9434
0.1172 50.8470 50.6107 41.7841 50.8731 50.3412 50.8796 50.6883 50.8837 50.8334 50.7032
