-0.8011 7.58265e-11
-0.7974 2.3122e-10
-0.7937 7.02711e-10
-0.79 2.1276e-9
-0.7863 6.41419e-9
-0.7826 1.92426e-8
-0.7789 5.74014e-8
-0.7752 1.70098e-7
-0.7715 5.00102e-7
-0.7678 1.45647e-6
-0.7641 4.1927e-6
-0.7604 0.0000118944
-0.7567 0.0000331153
-0.753 0.000089947
-0.7493 0.00023641
-0.7456 0.000594945
-0.7419 0.00141591
-0.7382 0.00314637
-0.7345 0.00645606
-0.7308 0.00881616
-0.7271 0.0208637
-0.7234 0.0328557
-0.7197 0.047767
-0.716 0.0648258
-0.7123 0.0831765
-0.7086 0.102159
-0.7049 0.121393
-0.7012 0.140707
-0.6975 0.160041
-0.6938 0.17938
-0.6901 0.198719
-0.6864 0.218059
-0.6827 0.237398
-0.679 0.256737
-0.6753 0.276077
-0.6716 0.295416
-0.6679 0.314756
-0.6642 0.334095
-0.6605 0.353435
-0.6568 0.372774
-0.6531 0.392114
-0.6494 0.411453
-0.6457 0.430792
-0.642 0.450132
-0.6383 0.469471
-0.6346 0.488811
-0.6309 0.50815
-0.6272 0.52749
-0.6235 0.546829
-0.6198 0.566169
-0.6161 0.585508
-0.6124 0.604848
-0.6087 0.624187
-0.605 0.643526
-0.6013 0.662866
-0.5976 0.682205
-0.594 0.701022
-0.5903 0.720362
-0.5866 0.739701
-0.5829 0.75904
-0.5792 0.77838
-0.5755 0.797719
-0.5718 0.817059
-0.5681 0.836398
-0.5644 0.855738
-0.5607 0.875077
-0.557 0.894416
-0.5533 0.913755
-0.5496 0.933095
-0.5459 0.952434
-0.5422 0.971772
-0.5385 0.991111
-0.5348 1.01045
-0.5311 1.02979
-0.5274 1.04912
-0.5237 1.06846
-0.52 1.0878
-0.5163 1.10713
-0.5126 1.12646
-0.5089 1.14579
-0.5052 1.16512
-0.5015 1.18444
-0.4978 1.20376
-0.4941 1.22306
-0.4904 1.24236
-0.4867 1.26165
-0.483 1.28092
