-0.4793 1.30017
-0.4756 1.3194
-0.4719 1.33859
-0.4682 1.35775
-0.4645 1.37685
-0.4608 1.3959
-0.4571 1.41486
-0.4534 1.43374
-0.4497 1.45251
-0.446 1.47113
-0.4423 1.4896
-0.4386 1.50787
-0.4349 1.5259
-0.4312 1.54365
-0.4275 1.56108
-0.4238 1.57812
-0.4201 1.59471
-0.4164 1.61078
-0.4127 1.62625
-0.409 1.64102
-0.4053 1.655
-0.4016 1.66809
-0.3979 1.68016
-0.3942 1.6911
-0.3905 1.70077
-0.3868 1.70903
-0.3831 1.71574
-0.3794 1.72075
-0.3757 1.72392
-0.372 1.72508
-0.3683 1.72409
-0.3646 1.7208
-0.3609 1.71506
-0.3572 1.70675
-0.3535 1.69574
-0.3498 1.68193
-0.3461 1.66524
-0.3424 1.64558
-0.3387 1.62291
-0.335 1.59722
-0.3313 1.56851
-0.3276 1.53682
-0.3239 1.5022
-0.3202 1.46476
-0.3165 1.42462
-0.3128 1.38194
-0.3091 1.33689
-0.3054 1.2897
-0.3017 1.24059
-0.298 1.18983
-0.2943 1.13769
-0.2906 1.08446
-0.2869 1.03044
-0.2832 0.975944
-0.2795 0.921275
-0.2758 0.866741
-0.2721 0.812641
-0.2684 0.759265
-0.2647 0.706884
-0.261 0.655754
-0.2574 0.607428
-0.2537 0.559425
-0.25 0.513292
-0.2463 0.469184
-0.2426 0.427227
-0.2389 0.387521
-0.2352 0.350134
-0.2315 0.315109
-0.2278 0.282461
-0.2241 0.252183
-0.2204 0.224241
-0.2167 0.198584
-0.213 0.175143
-0.2093 0.153832
-0.2056 0.134553
-0.2019 0.117199
-0.1982 0.101654
-0.1945 0.0877991
-0.1908 0.0755106
-0.1871 0.0646651
-0.1834 0.05514
-0.1797 0.0468156
-0.176 0.039576
-0.1723 0.0333109
-0.1686 0.0279153
-0.1649 0.0232915
-0.1612 0.0193482
-0.1575 0.0160018
-0.1538 0.0131757
-0.1501 0.0108007
-0.1464 0.00881444
-0.1427 0.00716142
-0.139 0.00579241
-0.1353 0.00466412
-0.1316 0.00373875
-0.1279 0.00298349
-0.1242 0.00237006
-0.1205 0.00187425
-0.1168 0.00147545
-0.1131 0.00115624
-0.1094 0.000901968
-0.1057 0.00070041
-0.102 0.000541412
-0.0983 0.000416596
-0.0946 0.000319087
-0.0909 0.000243281
-0.0872 0.000184633
-0.0835 0.000139479
-0.0798 0.000104883
-0.0761 0.0000785049
-0.0724 0.0000584895
-0.0687 0.0000433758
-0.065 0.0000320187
-0.0613 0.0000235258
-0.0576 0.0000172054
-0.0539 0.0000125247
-0.0502 9.07499e-6
-0.0465 6.54487e-6
-0.0428 4.69818e-6
-0.0391 3.35684e-6
-0.0354 2.38726e-6
-0.0317 1.68982e-6
-0.028 1.19054e-6
-0.0243 8.34862e-7
-0.0206 5.82705e-7
-0.0169 4.04804e-7
-0.0132 2.79898e-7
-0.0095 1.92626e-7
-0.0058 1.31944e-7
-0.0021 8.99533e-8
0.0016 6.10381e-8
0.0053 4.12229e-8
0.009 2.77095e-8
0.0127 1.85383e-8
0.0164 1.23441e-8
0.0201 8.1809e-9
0.0238 5.39622e-9
0.0275 3.54262e-9
0.0312 2.31475e-9
0.0349 1.50532e-9
0.0386 9.74315e-10
0.0423 6.27641e-10
0.046 4.02407e-10
0.0497 2.56779e-10
0.0534 1.63078e-10
0.0571 1.03079e-10
0.0608 6.48459e-11
0.0645 4.06006e-11
0.0682 2.53e-11
0.0719 1.56907e-11
0.0756 9.68506e-12
0.0793 5.94971e-12
0.0829 3.68659e-12
0.0866 2.24358e-12
0.0903 1.35891e-12
0.094 8.19164e-13
0.0977 4.91454e-13
0.1014 2.93444e-13
0.1051 1.7438e-13
0.1088 1.03134e-13
0.1125 6.07059e-14
0.1162 3.55623e-14
0.1199 2.07337e-14 
