-0.8011  69.4118
-0.7974  60.6707
-0.7937  54.4190
-0.7900  48.4372
-0.7863  41.9951
-0.7826  35.6755
-0.7789  29.9542
-0.7752  24.9849
-0.7715  20.6733
-0.7678  17.0013
-0.7641  13.7778
-0.7604  11.0407
-0.7567  8.8421
-0.7530  7.1298
-0.7493  5.6574
-0.7456  4.4600
-0.7419  3.4599
-0.7382  2.5195
-0.7345  1.5283
-0.7308  0.6072
-0.7271  0.2031
-0.7234  0.0658
-0.7197  0.0000
-0.7160  0.1865
-0.7123  0.8794
-0.7086  1.7330
-0.7049  2.2359
-0.7012  2.5447
-0.6975  2.8561
-0.6938  3.2776
-0.6901  4.2002
-0.6864  5.0735
-0.6827  5.7699
-0.6790  6.3502
-0.6753  6.7611
-0.6716  7.0014
-0.6679  7.2292
-0.6642  7.5439
-0.6605  8.1078
-0.6568  8.5498
-0.6531  8.8792
-0.6494  9.1240
-0.6457  9.1800
-0.6420  9.2622
-0.6383  9.5615
-0.6346  10.0052
-0.6309  10.2946
-0.6272  10.4930
-0.6235  10.6238
-0.6198  10.6373
-0.6161  10.6617
-0.6124  10.8140
-0.6087  10.9130
-0.6050  11.1138
-0.6013  11.1715
-0.5976  11.2628
-0.5940  11.2761
-0.5903  11.2413
-0.5866  11.4046
-0.5829  11.4961
-0.5792  11.5525
-0.5755  11.5920
-0.5718  11.5499
-0.5681  11.6597
-0.5644  11.7708
-0.5607  11.8683
-0.5570  11.8204
-0.5533  11.6761
-0.5496  11.4839
-0.5459  11.2105
-0.5422  11.0227
-0.5385  10.7000
-0.5348  10.5242
-0.5311  10.3779
-0.5274  10.1162
-0.5237  9.9151
-0.5200  9.7518
-0.5163  9.5309
-0.5126  9.3122
-0.5089  9.1531
-0.5052  9.0047
-0.5015  8.9278
-0.4978  8.8404
-0.4941  8.6829
-0.4904  8.5050
-0.4867  8.3663
-0.4830  8.1579
-0.4793  7.9672
-0.4756  7.7314
-0.4719  7.5607
-0.4682  7.3699
-0.4645  7.1252
-0.4608  7.0380
-0.4571  6.9118
-0.4534  6.7509
-0.4497  6.5828
-0.4460  6.3679
-0.4423  6.2720
-0.4386  6.0205
-0.4349  5.8428
-0.4312  5.7113
-0.4275  5.5040
-0.4238  5.3908
-0.4201  5.2033
-0.4164  5.0164
-0.4127  4.8145
-0.4090  4.6553
-0.4053  4.4762
-0.4016  4.2919
-0.3979  4.0791
-0.3942  3.9124
-0.3905  3.7936
-0.3868  3.7674
-0.3831  3.7192
-0.3794  3.5495
-0.3757  3.4753
-0.3720  3.3317
-0.3683  3.2472
-0.3646  3.2145
-0.3609  3.0831
-0.3572  2.9471
-0.3535  2.8251
-0.3498  2.7247
-0.3461  2.6635
-0.3424  2.5261
-0.3387  2.4489
-0.3350  2.3903
-0.3313  2.2919
-0.3276  2.1918
-0.3239  2.1411
-0.3202  2.1277
-0.3165  2.0336
-0.3128  2.0871
-0.3091  2.0517
-0.3054  2.0012
-0.3017  2.0194
-0.2980  1.9820
-0.2943  2.0098
-0.2906  1.9325
-0.2869  1.9780
-0.2832  1.9800
-0.2795  1.9186
-0.2758  1.9909
-0.2721  1.9826
-0.2684  1.9852
-0.2647  1.9723
-0.2610  2.0730
-0.2574  2.0930
-0.2537  2.1030
-0.2500  2.1775
-0.2463  2.1979
-0.2426  2.2975
-0.2389  2.3067
-0.2352  2.3323
-0.2315  2.3828
-0.2278  2.4256
-0.2241  2.5571
-0.2204  2.5510
-0.2167  2.6831
-0.2130  2.7293
-0.2093  2.8180
-0.2056  2.9690
-0.2019  3.1165
-0.1982  3.3220
-0.1945  3.4425
-0.1908  3.5859
-0.1871  3.8167
-0.1834  3.9847
-0.1797  4.1493
-0.1760  4.3735
-0.1723  4.5576
-0.1686  4.7931
-0.1649  5.0016
-0.1612  5.1919
-0.1575  5.4375
-0.1538  5.6592
-0.1501  5.9262
-0.1464  6.2014
-0.1427  6.4203
-0.1390  6.6866
-0.1353  6.9712
-0.1316  7.2633
-0.1279  7.5471
-0.1242  7.8582
-0.1205  8.1420
-0.1168  8.4516
-0.1131  8.7042
-0.1094  9.0276
-0.1057  9.3545
-0.1020  9.6513
-0.0983  9.9813
-0.0946  10.3752
-0.0909  10.7248
-0.0872  11.0980
-0.0835  11.5421
-0.0798  11.9927
-0.0761  12.3891
-0.0724  12.9024
-0.0687  13.2972
-0.0650  13.6626
-0.0613  14.1503
-0.0576  14.5810
-0.0539  15.0594
-0.0502  15.5624
-0.0465  16.0622
-0.0428  16.6037
-0.0391  17.0504
-0.0354  17.6244
-0.0317  18.1314
-0.0280  18.7140
-0.0243  19.2683
-0.0206  19.8585
-0.0169  20.3910
-0.0132  20.9912
-0.0095  21.5827
-0.0058  22.1496
-0.0021  22.7348
0.0016  23.3741
0.0053  24.0766
0.0090  24.6822
0.0127  25.4035
0.0164  26.0401
0.0201  26.7113
0.0238  27.4599
0.0275  28.1969
0.0312  28.9961
0.0349  29.7444
0.0386  30.5290
0.0423  31.2826
0.0460  32.0734
0.0497  32.9030
0.0534  33.7373
0.0571  34.5523
0.0608  35.4363
0.0645  36.2114
0.0682  37.0846
0.0719  38.0074
0.0756  38.8691
0.0793  39.7801
0.0829  40.7668
0.0866  41.6628
0.0903  42.5984
0.0940  43.5157
0.0977  44.4599
0.1014  45.3222
0.1051  46.2637
0.1088  47.5310
0.1125  48.5015
0.1162  49.8660
0.1199  46.7083
